Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Severity,Parts_Required,Parts_Availability,Garage_Type,Mechanic_Expertise,Location,Day_of_Week,Time_of_Day,Actual_Repair_Hours
185,Suzuki Alto,2020,71380,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,In Stock,Local,15,Ratmalana,Monday,Afternoon,1.7
186,Suzuki Alto,2021,55937,Transmission,Transmission Mount,Minor,Transmission Mount,Order Required,Local,10,Kolonnawa,Wednesday,Afternoon,2.0
187,Suzuki Alto,2014,138540,Suspension,Wheel Bearing Noise,Moderate,Front Wheel Bearing,In Stock,Local,5,Nawimana,Wednesday,Evening,7.0
188,Suzuki Alto,2015,132144,Electrical,Central Locking Fault,Minor,Central Lock Actuator,In Stock,Local,7,Athuraliya,Friday,Evening,2.0
189,Suzuki Alto,2019,68060,Electrical,ECU Error,Moderate,ECU Reprogram,In Stock,Authorized,18,Akuressa,Monday,Afternoon,1.3
190,Suzuki Alto,2021,61925,AC,AC Belt,Minor,AC Belt,In Stock,Local,3,Pallimulla,Wednesday,Morning,1.7
191,Suzuki Alto,2014,149847,Body,Side Mirror Broken,Minor,Side Mirror,In Stock,Authorized,20,Dikwella,Wednesday,Evening,3.5
192,Suzuki Alto,2018,101248,AC,Condenser Fan,Moderate,Condenser Fan Motor,Order Required,Local,2,Kolonnawa,Tuesday,Morning,5.0
193,Suzuki Alto,2011,166105,Transmission,Transmission Mount,Minor,Transmission Mount,In Stock,Authorized,9,Hiththetiya,Tuesday,Afternoon,2.5
194,Suzuki Alto,2015,129246,Body,Tail Light Not Working,Minor,Tail Light Assembly,In Stock,Authorized,3,Padukka,Saturday,Morning,1.2
195,Suzuki Alto,2018,88329,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Local,15,Akuressa,Friday,Afternoon,2.5
196,Suzuki Alto,2017,107040,Electrical,Wiper Motor Failure,Minor,Wiper Motor,Order Required,Local,6,Walgama,Wednesday,Morning,4.0
197,Suzuki Alto,2016,107031,Brake,Brake Fluid Leak,Moderate,Brake Lines,In Stock,Authorized,13,Hiththetiya,Thursday,Afternoon,6.5
198,Suzuki Alto,2016,119853,Brake,ABS Sensor Fault,Moderate,ABS Sensor,Order Required,Authorized,13,Seethawaka,Thursday,Morning,3.5
199,Suzuki Alto,2015,134240,Engine,Oil Leak (Gasket),Minor,Gasket Set,Order Required,Local,13,Pitabeddara,Tuesday,Evening,3.5
200,Suzuki Alto,2015,139647,Electrical,Alternator+Battery Problem,Moderate,Alternator+Battery,Order Required,Authorized,15,Kesbewa,Saturday,Morning,5.0
201,Suzuki Alto,2017,106096,Electrical,Alternator Belt,Minor,Alternator Belt,In Stock,Authorized,4,Devinuwara,Saturday,Morning,2.0
202,Suzuki Alto,2015,133739,Electrical,Alternator Belt,Minor,Alternator Belt,In Stock,Authorized,15,Hiththetiya,Thursday,Afternoon,1.5
203,Suzuki Alto,2012,154823,Transmission,Transmission Jerking,Moderate,Transmission Fluid,In Stock,Local,9,Pasgoda,Thursday,Evening,1.4
204,Suzuki Alto,2015,134838,AC,AC Filter,Minor,Cabin Filter,In Stock,Local,9,Matara,Saturday,Morning,1.0
205,Suzuki Alto,2012,174349,AC,AC Resistor,Minor,Blower Resistor,In Stock,Authorized,21,Dehiwala,Monday,Afternoon,2.0
206,Suzuki Alto,2019,78381,Engine,Misfiring,Moderate,Spark Plugs+Ignition Coil,In Stock,Authorized,7,Weligama,Friday,Morning,6.0
207,Suzuki Alto,2018,90670,Engine,Overheating (Radiator+Thermostat),Major,Radiator+Thermostat,In Stock,Authorized,8,Devinuwara,Wednesday,Morning,10.0
208,Suzuki Alto,2018,100691,AC,AC Pressure Switch,Minor,Pressure Switch,In Stock,Authorized,15,Hiththetiya,Saturday,Evening,3.5
209,Suzuki Alto,2012,164316,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,Order Required,Authorized,7,Pasgoda,Wednesday,Evening,8.5
210,Suzuki Alto,2020,73679,Electrical,Bulb Blown,Minor,Bulbs+Fuses,In Stock,Authorized,15,Welipitiya,Friday,Morning,1.25
211,Suzuki Alto,2021,52955,Suspension,Shock Absorber Noise,Moderate,Front Shocks,Order Required,Local,5,Pallimulla,Monday,Morning,9.5
212,Suzuki Alto,2018,100109,Body,Rust Treatment,Minor,Paint+Protection,In Stock,Local,10,Ratmalana,Monday,Afternoon,4.0
213,Suzuki Alto,2015,116050,Electrical,Alternator+Battery Problem,Moderate,Alternator+Battery,In Stock,Local,7,Walgama,Wednesday,Morning,5.5
214,Suzuki Alto,2019,86229,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Local,13,Akuressa,Tuesday,Evening,5.0
215,Suzuki Alto,2015,119393,Electrical,ECU Error,Moderate,ECU Reprogram,In Stock,Authorized,1,Weligama,Saturday,Evening,4.5
216,Suzuki Alto,2020,60195,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Local,13,Slave Island,Friday,Evening,1.5
217,Suzuki Alto,2012,159165,Engine,Misfiring,Moderate,Spark Plugs+Ignition Coil,In Stock,Authorized,4,Paburana,Saturday,Morning,5.0
218,Suzuki Alto,2016,120056,Electrical,Battery Drain,Minor,Battery,In Stock,Local,5,Matara,Friday,Morning,2.5
219,Suzuki Alto,2018,93219,Engine,Overheating (Radiator+Thermostat),Major,Radiator+Thermostat,In Stock,Authorized,17,Kirulapone,Wednesday,Evening,6.0
220,Suzuki Alto,2019,70106,Suspension,Rear Springs,Moderate,Rear Springs,In Stock,Local,10,Dondra,Thursday,Afternoon,5.5
221,Suzuki Alto,2019,64462,Electrical,Alternator+Battery Problem,Moderate,Alternator+Battery,In Stock,Authorized,1,Welipitiya,Friday,Evening,10.5
222,Suzuki Alto,2011,176967,Engine,Water Pump Leak,Major,Water Pump,In Stock,Local,1,Nawimana,Wednesday,Afternoon,10.0
223,Suzuki Alto,2017,92718,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Authorized,9,Gandara,Tuesday,Morning,1.9
224,Suzuki Alto,2012,150310,Engine,Oil Pump Failure,Major,Oil Pump,Order Required,Authorized,6,Kotapola,Wednesday,Afternoon,20.5
225,Suzuki Alto,2020,71351,Transmission,Gearbox Oil Leak,Moderate,Oil Seal,In Stock,Authorized,11,Kolonnawa,Thursday,Evening,4.0
226,Suzuki Alto,2012,161458,Engine,Coolant Leak,Moderate,Radiator Hose,Order Required,Local,21,Kolonnawa,Friday,Evening,4.0
227,Suzuki Alto,2017,109086,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,In Stock,Authorized,11,Thalalla,Friday,Afternoon,8.0
228,Suzuki Alto,2017,89343,AC,Evaporator Leak,Major,Evaporator Core,Order Required,Authorized,6,Akuressa,Tuesday,Evening,11.0
229,Suzuki Alto,2019,70604,Electrical,Horn Not Working,Minor,Horn Relay,In Stock,Local,15,Athuraliya,Tuesday,Evening,0.6
230,Suzuki Alto,2013,142769,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,Order Required,Authorized,7,Matara,Wednesday,Evening,4.0
231,Suzuki Alto,2018,89473,Electrical,Bulb Blown,Minor,Bulbs+Fuses,In Stock,Authorized,15,Malimbada,Tuesday,Morning,1.9
232,Suzuki Alto,2021,53840,Electrical,Complete Alternator Failure,Major,Alternator Complete,In Stock,Local,11,Grandpass,Wednesday,Evening,6.5
233,Suzuki Alto,2019,91731,Electrical,Wiper Motor Failure,Minor,Wiper Motor,In Stock,Local,13,Nawimana,Thursday,Afternoon,3.5
234,Suzuki Alto,2013,158677,Body,Door Lock Issue,Minor,Door Lock Mechanism,In Stock,Authorized,9,Kirinda Puhulwella,Tuesday,Morning,1.6
235,Suzuki Alto,2017,115847,Body,Window Glass Crack,Minor,Window Glass,In Stock,Local,9,Hakmana,Monday,Afternoon,3.5
236,Suzuki Alto,2020,68623,Suspension,Shock Absorber Noise,Moderate,Front Shocks,In Stock,Local,7,Ratmalana,Monday,Afternoon,7.0
237,Suzuki Alto,2021,62668,AC,AC Pressure Switch,Minor,Pressure Switch,In Stock,Local,6,Thihagoda,Wednesday,Morning,3.0
238,Suzuki Alto,2018,79369,Electrical,Fuel Pump Failure,Moderate,Fuel Pump,Order Required,Local,25,Kaduwela,Saturday,Morning,8.0
239,Suzuki Alto,2016,124906,Electrical,Headlight Not Working,Minor,Headlight Bulb,In Stock,Authorized,20,Kaduwela,Saturday,Evening,1.0
240,Suzuki Alto,2021,67014,Brake,Brake Disc Warped,Moderate,Front Brake Discs,In Stock,Authorized,5,Modara,Friday,Morning,4.5
241,Suzuki Alto,2021,58208,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Local,24,Bambalapitiya,Friday,Morning,1.6
242,Suzuki Alto,2017,91528,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Authorized,4,Thalalla,Tuesday,Evening,4.0
243,Suzuki Alto,2020,53725,AC,Evaporator Leak,Major,Evaporator Core,In Stock,Local,15,Thalalla,Monday,Morning,14.0
244,Suzuki Alto,2020,60428,Body,Tail Light Not Working,Minor,Tail Light Assembly,In Stock,Local,4,Pallimulla,Monday,Morning,1.4
245,Suzuki Alto,2016,119123,AC,Evaporator Leak,Major,Evaporator Core,Order Required,Authorized,8,Maradana,Thursday,Evening,13.5
246,Suzuki Alto,2017,99005,Electrical,Headlight Not Working,Minor,Headlight Bulb,In Stock,Local,2,Hakmana,Friday,Evening,1.6
247,Suzuki Alto,2019,82167,Suspension,Strut Mount,Moderate,Strut Mounting,In Stock,Local,11,Dikwella,Thursday,Afternoon,3.0
248,Suzuki Alto,2021,44629,Suspension,Sway Bar Links,Minor,Sway Bar Link Set,Order Required,Authorized,8,Grandpass,Saturday,Afternoon,9.0
249,Suzuki Alto,2016,113485,Transmission,Gearbox Oil Leak,Moderate,Oil Seal,In Stock,Local,10,Pasgoda,Thursday,Morning,3.0
250,Suzuki Alto,2015,120083,Engine,Throttle Body Cleaning,Minor,Cleaning Service,In Stock,Local,5,Kollupitiya,Saturday,Evening,2.5
251,Suzuki Alto,2016,125052,Body,Tail Light Not Working,Minor,Tail Light Assembly,In Stock,Authorized,20,Thalalla,Wednesday,Evening,0.7
252,Suzuki Alto,2011,179298,Engine,High Fuel Consumption,Moderate,Fuel Injectors+Filter,In Stock,Authorized,14,Padukka,Monday,Afternoon,6.0
253,Suzuki Alto,2012,151140,Electrical,Horn Not Working,Minor,Horn Relay,In Stock,Authorized,9,Ratmalana,Monday,Evening,1.1
254,Suzuki Alto,2015,134470,AC,Condenser Fan,Moderate,Condenser Fan Motor,In Stock,Local,1,Dondra,Wednesday,Afternoon,4.0
255,Suzuki Alto,2018,88565,Engine,Oil Pump Failure,Major,Oil Pump,Order Required,Authorized,10,Dikwella,Wednesday,Evening,18.0
256,Suzuki Alto,2019,81157,Engine,Oil Pump Failure,Major,Oil Pump,Order Required,Authorized,4,Kotapola,Wednesday,Afternoon,19.0
257,Suzuki Alto,2011,176317,Electrical,ECU Error,Moderate,ECU Reprogram,In Stock,Local,6,Dehiwala,Saturday,Evening,2.0
258,Suzuki Alto,2016,102390,Engine,High Fuel Consumption,Moderate,Fuel Injectors+Filter,Order Required,Authorized,19,Pallimulla,Tuesday,Afternoon,13.0
259,Suzuki Alto,2016,112059,AC,Condenser Fan,Moderate,Condenser Fan Motor,Order Required,Authorized,7,Borella,Saturday,Afternoon,7.5
260,Suzuki Alto,2020,78555,Electrical,Alternator Belt,Minor,Alternator Belt,Order Required,Authorized,2,Pallimulla,Thursday,Evening,4.5
261,Suzuki Alto,2016,110179,Suspension,Ball Joint Wear,Moderate,Ball Joints Both,Order Required,Authorized,12,Malimbada,Saturday,Afternoon,9.0
262,Suzuki Alto,2015,137324,Transmission,Clutch Slipping,Major,Clutch Kit Complete,In Stock,Local,7,Weligama,Wednesday,Evening,8.0
263,Suzuki Alto,2017,108933,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,In Stock,Authorized,9,Devinuwara,Monday,Afternoon,0.3
264,Suzuki Alto,2017,104733,Brake,Brake Fluid Leak,Moderate,Brake Lines,Order Required,Authorized,18,Kesbewa,Friday,Afternoon,3.5
265,Suzuki Alto,2015,132508,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,13,Akuressa,Monday,Evening,2.0
266,Suzuki Alto,2018,98318,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Authorized,5,Havelock Town,Thursday,Evening,5.5
267,Suzuki Alto,2021,63001,Brake,Brake Disc Warped,Moderate,Front Brake Discs,In Stock,Authorized,18,Paburana,Friday,Evening,2.0
268,Suzuki Alto,2019,74199,Body,Rust Treatment,Minor,Paint+Protection,In Stock,Local,15,Kaduwela,Saturday,Morning,5.0
269,Suzuki Alto,2021,54205,Engine,Coolant Leak,Moderate,Radiator Hose,In Stock,Authorized,14,Slave Island,Tuesday,Evening,2.0
270,Suzuki Alto,2020,54813,AC,AC Gas Refill,Minor,Refrigerant Gas,In Stock,Authorized,1,Dondra,Tuesday,Morning,2.5
271,Suzuki Alto,2011,183836,Body,Door Lock Issue,Minor,Door Lock Mechanism,In Stock,Local,15,Akuressa,Wednesday,Evening,2.5
272,Suzuki Alto,2015,127779,Engine,Turbo Failure,Major,Turbocharger,Order Required,Local,24,Kollupitiya,Monday,Afternoon,15.5
273,Suzuki Alto,2018,97429,Electrical,Bulb Blown,Minor,Bulbs+Fuses,In Stock,Authorized,5,Meddawatta,Monday,Morning,1.7
274,Suzuki Alto,2015,117996,Electrical,Battery Drain,Minor,Battery,In Stock,Local,4,Dikwella,Saturday,Afternoon,3.0
275,Suzuki Alto,2020,64288,Suspension,Tie Rod End,Moderate,Tie Rod Ends+Alignment,In Stock,Local,8,Paburana,Monday,Afternoon,3.5
276,Suzuki Alto,2013,162834,Brake,Brake Fluid Leak,Moderate,Brake Lines,In Stock,Authorized,15,Welipitiya,Tuesday,Morning,4.0
277,Suzuki Alto,2018,85689,Body,Tail Light Not Working,Minor,Tail Light Assembly,In Stock,Authorized,8,Pasgoda,Friday,Evening,0.8
278,Suzuki Alto,2016,108201,Engine,Coolant Leak,Moderate,Radiator Hose,Order Required,Local,4,Dondra,Thursday,Afternoon,8.0
279,Suzuki Alto,2016,119388,Engine,Overheating (Radiator+Water Pump),Major,Radiator+Water Pump,In Stock,Authorized,10,Kollupitiya,Wednesday,Afternoon,38.5
280,Suzuki Alto,2015,138047,Electrical,Ignition Coil Failure,Moderate,Ignition Coil Set,In Stock,Local,9,Padukka,Monday,Evening,3.5
281,Suzuki Alto,2016,106277,Engine,Misfiring,Moderate,Spark Plugs+Ignition Coil,In Stock,Authorized,6,Maradana,Tuesday,Evening,6.5
282,Suzuki Alto,2016,121172,Suspension,Sway Bar Links,Minor,Sway Bar Link Set,In Stock,Authorized,3,Matara,Monday,Afternoon,3.0
283,Suzuki Alto,2016,106327,Transmission,Transmission Jerking,Moderate,Transmission Fluid,In Stock,Authorized,7,Kirulapone,Tuesday,Morning,2.5
284,Suzuki Alto,2014,144675,Engine,Overheating (Thermostat+Coolant),Major,Thermostat+Coolant,In Stock,Authorized,9,Seethawaka,Tuesday,Afternoon,5.0
285,Suzuki Alto,2020,52316,Transmission,Transmission Jerking,Moderate,Transmission Fluid,Order Required,Local,7,Kamburupitiya,Monday,Afternoon,4.0
286,Suzuki Alto,2013,159447,Brake,Brake Booster Failure,Major,Brake Booster,In Stock,Local,7,Akuressa,Tuesday,Evening,9.0
287,Suzuki Alto,2019,69067,Brake,ABS Sensor Fault,Moderate,ABS Sensor,Order Required,Authorized,10,Walgama,Tuesday,Afternoon,7.0
288,Suzuki Alto,2016,113148,Electrical,Complete Alternator Failure,Major,Alternator Complete,Order Required,Local,2,Dondra,Friday,Morning,14.0
289,Suzuki Alto,2021,62370,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Local,7,Bambalapitiya,Wednesday,Afternoon,3.0
290,Suzuki Alto,2021,41394,Electrical,Bulb Blown,Minor,Bulbs+Fuses,In Stock,Authorized,2,Walgama,Tuesday,Evening,1.5
291,Suzuki Alto,2018,85796,Electrical,Battery Drain,Minor,Battery,In Stock,Local,3,Pasgoda,Thursday,Afternoon,5.0
292,Suzuki Alto,2019,80506,Engine,Overheating (Radiator+Water Pump),Major,Radiator+Water Pump,In Stock,Authorized,2,Ratmalana,Tuesday,Afternoon,10.0
293,Suzuki Alto,2018,90919,AC,Compressor Failure,Major,Compressor+Belt,In Stock,Local,17,Kirulapone,Tuesday,Afternoon,4.0
294,Suzuki Alto,2020,60050,Electrical,Fuel Pump Failure,Moderate,Fuel Pump,Order Required,Local,2,Meddawatta,Friday,Morning,9.0
295,Suzuki Alto,2019,64917,Electrical,Battery Drain,Minor,Battery,In Stock,Local,9,Kollupitiya,Saturday,Evening,2.0
296,Suzuki Alto,2016,115590,Transmission,Reverse Gear Failure,Major,Transmission Rebuild,In Stock,Local,17,Seethawaka,Wednesday,Morning,10.5
297,Suzuki Alto,2017,112498,Transmission,Transmission Mount,Minor,Transmission Mount,Order Required,Local,8,Weligama,Tuesday,Morning,3.0
298,Suzuki Alto,2015,117412,AC,Refrigerant Leak,Moderate,Condenser,In Stock,Local,4,Pallimulla,Saturday,Afternoon,5.5
299,Suzuki Alto,2016,123418,Brake,Brake Pad Wear,Minor,Brake Pads Front,In Stock,Local,2,Maradana,Tuesday,Morning,2.5
300,Suzuki Alto,2020,77837,AC,AC Filter,Minor,Cabin Filter,In Stock,Local,2,Maradana,Thursday,Evening,0.5
301,Suzuki Alto,2015,118267,Electrical,Ignition Coil Failure,Moderate,Ignition Coil Set,In Stock,Authorized,2,Seethawaka,Tuesday,Morning,5.5
302,Suzuki Alto,2021,44175,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,13,Welipitiya,Thursday,Morning,2.0
303,Suzuki Alto,2017,105760,AC,AC Not Cooling,Moderate,Compressor,In Stock,Local,5,Thalalla,Friday,Evening,6.0
304,Suzuki Alto,2016,109642,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Local,24,Kolonnawa,Wednesday,Morning,1.5
305,Suzuki Alto,2016,106410,AC,AC Resistor,Minor,Blower Resistor,In Stock,Local,11,Pasgoda,Saturday,Morning,1.4
306,Suzuki Alto,2016,104746,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Local,11,Grandpass,Monday,Evening,1.0
307,Suzuki Alto,2016,112222,Brake,Brake Disc Warped,Moderate,Front Brake Discs,In Stock,Authorized,7,Thihagoda,Wednesday,Morning,3.5
308,Suzuki Alto,2018,91303,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Authorized,6,Pasgoda,Tuesday,Afternoon,2.0
309,Suzuki Alto,2016,108552,Electrical,Sensor Malfunction,Minor,O2 Sensor,In Stock,Authorized,18,Kesbewa,Tuesday,Evening,2.0
310,Suzuki Alto,2018,98290,Body,Door Lock Issue,Minor,Door Lock Mechanism,In Stock,Local,7,Devinuwara,Saturday,Evening,2.0
311,Suzuki Alto,2019,66059,Electrical,Sensor Malfunction,Minor,O2 Sensor,In Stock,Authorized,12,Ratmalana,Saturday,Afternoon,4.0
312,Suzuki Alto,2018,103247,Electrical,Sensor Malfunction,Minor,O2 Sensor,Order Required,Authorized,7,Gandara,Wednesday,Evening,5.0
313,Suzuki Alto,2011,170315,Transmission,Transmission Mount,Minor,Transmission Mount,In Stock,Authorized,4,Grandpass,Friday,Evening,2.5
314,Suzuki Alto,2019,70562,Brake,Weak Braking,Moderate,Brake Pads+Rotors,In Stock,Local,4,Kolonnawa,Thursday,Morning,5.0
315,Suzuki Alto,2021,66956,Electrical,Complete Alternator Failure,Major,Alternator Complete,Order Required,Authorized,1,Mulatiyana,Friday,Afternoon,10.5
316,Suzuki Alto,2019,74201,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,4,Athuraliya,Thursday,Morning,1.9
317,Suzuki Alto,2017,108610,Body,Window Glass Crack,Minor,Window Glass,In Stock,Local,6,Nawimana,Wednesday,Afternoon,3.0
318,Suzuki Alto,2017,88481,Transmission,Hard Gear Shifting,Moderate,Clutch Plate,Order Required,Authorized,5,Kolonnawa,Friday,Morning,18.0
319,Suzuki Alto,2020,57816,Electrical,Central Locking Fault,Minor,Central Lock Actuator,In Stock,Authorized,4,Grandpass,Tuesday,Afternoon,3.0
320,Suzuki Alto,2018,100346,Engine,Oil Leak (Gasket),Minor,Gasket Set,Order Required,Authorized,5,Kotapola,Tuesday,Evening,0.3
321,Suzuki Alto,2020,77806,Electrical,Bulb Blown,Minor,Bulbs+Fuses,In Stock,Authorized,9,Walgama,Friday,Afternoon,1.25
322,Suzuki Alto,2020,65752,Engine,Misfiring,Moderate,Spark Plugs+Ignition Coil,In Stock,Authorized,5,Slave Island,Thursday,Morning,7.0
323,Suzuki Alto,2017,109439,Engine,Oil Leak (Gasket),Minor,Gasket Set,In Stock,Authorized,8,Padukka,Saturday,Afternoon,5.0
324,Suzuki Alto,2021,41807,Engine,Overheating (Radiator+Thermostat),Major,Radiator+Thermostat,In Stock,Local,12,Devinuwara,Saturday,Afternoon,5.0
325,Suzuki Alto,2019,84494,Electrical,Fuel Pump Failure,Moderate,Fuel Pump,In Stock,Local,7,Kesbewa,Friday,Morning,12.0
326,Suzuki Alto,2012,153507,Electrical,Alternator+Battery Problem,Moderate,Alternator+Battery,In Stock,Authorized,7,Akuressa,Thursday,Morning,7.5
327,Suzuki Alto,2018,100327,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Authorized,6,Pasgoda,Saturday,Afternoon,1.8
328,Suzuki Alto,2019,90277,Transmission,Hard Gear Shifting,Moderate,Clutch Plate,In Stock,Authorized,12,Devinuwara,Friday,Evening,9.5
329,Suzuki Alto,2015,133062,Brake,Brake Fluid Leak,Moderate,Brake Lines,In Stock,Authorized,15,Bambalapitiya,Thursday,Evening,3.5
330,Suzuki Alto,2015,120013,Body,Tail Light Not Working,Minor,Tail Light Assembly,In Stock,Authorized,3,Padukka,Saturday,Morning,1.1
331,Suzuki Alto,2014,124954,Body,Rust Treatment,Minor,Paint+Protection,In Stock,Authorized,5,Ratmalana,Wednesday,Evening,6.5
332,Suzuki Alto,2011,167257,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,In Stock,Authorized,16,Kamburupitiya,Tuesday,Morning,3.0
333,Suzuki Alto,2017,105968,Electrical,Alternator+Battery Problem,Moderate,Alternator+Battery,In Stock,Authorized,25,Welipitiya,Friday,Afternoon,6.5
334,Suzuki Alto,2017,92679,Engine,Engine Mount Worn,Moderate,Engine Mount Set,In Stock,Local,9,Thihagoda,Thursday,Morning,6.0
335,Suzuki Alto,2018,86836,Engine,Timing Belt Failure,Major,Timing Belt Kit,In Stock,Authorized,8,Akuressa,Wednesday,Evening,14.5
336,Suzuki Alto,2018,95320,Suspension,Strut Mount,Moderate,Strut Mounting,Order Required,Authorized,3,Kolonnawa,Saturday,Afternoon,6.5
337,Suzuki Alto,2016,108953,Body,Window Glass Crack,Minor,Window Glass,In Stock,Authorized,13,Meddawatta,Wednesday,Morning,2.0
338,Suzuki Alto,2019,73134,Brake,Brake Disc Warped,Moderate,Front Brake Discs,In Stock,Local,2,Nupe,Saturday,Evening,4.0
339,Suzuki Alto,2020,66641,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Authorized,1,Dondra,Tuesday,Evening,2.0
340,Suzuki Alto,2021,65649,Transmission,Clutch Slipping,Major,Clutch Kit Complete,In Stock,Local,19,Hiththetiya,Monday,Morning,6.0
341,Suzuki Alto,2017,100599,Transmission,Transmission Jerking,Moderate,Transmission Fluid,In Stock,Authorized,23,Nawimana,Monday,Evening,2.5
342,Suzuki Alto,2017,105525,Engine,Engine Mount Worn,Moderate,Engine Mount Set,In Stock,Authorized,12,Thihagoda,Friday,Morning,5.5
343,Suzuki Alto,2020,69298,Electrical,Alternator+Battery Problem,Moderate,Alternator+Battery,In Stock,Local,19,Kolonnawa,Tuesday,Afternoon,4.5
344,Suzuki Alto,2018,80524,Electrical,Central Locking Fault,Minor,Central Lock Actuator,Order Required,Local,7,Nawimana,Wednesday,Afternoon,4.0
345,Suzuki Alto,2016,111846,Suspension,Shock Absorber Noise,Moderate,Front Shocks,In Stock,Local,3,Borella,Friday,Evening,5.5
346,Suzuki Alto,2020,78764,Electrical,Horn Not Working,Minor,Horn Relay,Order Required,Local,4,Kolonnawa,Friday,Afternoon,1.25
347,Suzuki Alto,2016,107739,Engine,Misfiring,Moderate,Spark Plugs+Ignition Coil,In Stock,Local,8,Dehiwala,Saturday,Afternoon,5.0
348,Suzuki Alto,2018,81609,Suspension,Control Arm Bushings,Moderate,Lower Arm Bushings,Order Required,Authorized,12,Walgama,Wednesday,Morning,6.5
349,Suzuki Alto,2015,126117,Engine,Exhaust Smoke,Major,Valve Seals,In Stock,Authorized,10,Kirulapone,Thursday,Evening,12.0
350,Suzuki Alto,2015,123157,Electrical,Central Locking Fault,Minor,Central Lock Actuator,In Stock,Authorized,8,Padukka,Tuesday,Afternoon,3.0
351,Suzuki Alto,2020,77426,Engine,Crankshaft Sensor Issue,Moderate,Crankshaft Sensor,In Stock,Local,10,Meddawatta,Friday,Evening,3.0
352,Suzuki Alto,2019,67061,Suspension,Stabilizer Link Noise,Minor,Stabilizer Links,Order Required,Authorized,6,Hiththetiya,Wednesday,Afternoon,1.9
353,Suzuki Alto,2021,59282,Electrical,Headlight Not Working,Minor,Headlight Bulb,In Stock,Authorized,15,Meddawatta,Tuesday,Evening,0.8
354,Suzuki Alto,2015,136213,Engine,Turbo Failure,Major,Turbocharger,Order Required,Authorized,20,Meddawatta,Friday,Morning,42.5
355,Suzuki Alto,2021,52875,AC,Blower Motor Issues,Minor,Blower Motor,In Stock,Authorized,2,Padukka,Saturday,Evening,5.5
356,Suzuki Alto,2017,99720,Transmission,Gear Selector Cable,Minor,Selector Cable,In Stock,Authorized,4,Bambalapitiya,Monday,Morning,2.5
357,Suzuki Alto,2017,113749,Engine,Exhaust Smoke,Major,Valve Seals,In Stock,Local,10,Pasgoda,Saturday,Evening,11.5
358,Suzuki Alto,2015,123445,Engine,Engine Mount Worn,Moderate,Engine Mount Set,In Stock,Local,5,Seethawaka,Monday,Evening,6.0
359,Suzuki Alto,2017,101807,Body,Tail Light Not Working,Minor,Tail Light Assembly,In Stock,Authorized,14,Pasgoda,Friday,Evening,0.8
360,Suzuki Alto,2015,115824,Engine,Oil Leak (Valve Cover),Moderate,Valve Cover Gasket,Order Required,Authorized,9,Mulatiyana,Monday,Morning,5.0
361,Suzuki Alto,2014,147785,Transmission,Gear Selector Cable,Minor,Selector Cable,In Stock,Authorized,1,Akuressa,Thursday,Afternoon,3.0
362,Suzuki Alto,2015,127213,Suspension,Shock Absorber Noise,Moderate,Front Shocks,In Stock,Local,2,Dehiwala,Tuesday,Evening,5.5
363,Suzuki Alto,2018,97103,Transmission,Transmission Jerking,Moderate,Transmission Fluid,In Stock,Authorized,8,Walgama,Thursday,Afternoon,3.5
364,Suzuki Alto,2015,139334,Brake,Brake Noise,Minor,Brake Pad Shims,In Stock,Authorized,14,Kamburupitiya,Monday,Morning,3.5
365,Suzuki Alto,2018,89859,Electrical,Bulb Blown,Minor,Bulbs+Fuses,In Stock,Local,10,Modara,Saturday,Afternoon,0.5
366,Suzuki Alto,2016,120545,Engine,Throttle Body Cleaning,Minor,Cleaning Service,In Stock,Local,13,Dikwella,Thursday,Evening,1.4
367,Suzuki Alto,2015,134403,Engine,Throttle Body Cleaning,Minor,Cleaning Service,In Stock,Local,13,Mulatiyana,Friday,Afternoon,1.0
368,Suzuki Alto,2018,79658,Engine,Spark Plug Change,Minor,Spark Plugs,In Stock,Local,4,Gandara,Wednesday,Evening,1.0
