Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Severity,Parts_Required,Parts_Availability,Garage_Type,Mechanic_Expertise,Location,Day_of_Week,Time_of_Day,Actual_Repair_Hours
186,Suzuki Alto,2018,19114,Suspension,Rim Bend,Moderate,Rim Repair,In Stock,Authorized,13,Nupe,Saturday,Morning,1.4
187,Suzuki Alto,2013,437233,Suspension,CV Joint Noise,Moderate,CV Joint/Boot,In Stock,Local,18,Kamburupitiya,Thursday,Afternoon,2.4
188,Suzuki Alto,2015,162265,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,5,Devinuwara,Friday,Morning,0.5
189,Suzuki Alto,2015,107542,Brake,Disc Rotor Warped,Moderate,Disc Skimming,Order Required,Local,4,Kotapola,Saturday,Evening,2.6
190,Suzuki Alto,2018,36623,AC,Compressor Noise,Major,Compressor,In Stock,Authorized,11,Dikwella,Thursday,Evening,10.6
191,Suzuki Alto,2016,92928,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,24,Dondra,Tuesday,Evening,0.5
192,Suzuki Alto,2014,312796,Engine,Water Pump Failure,Moderate,Water Pump,In Stock,Local,18,Kamburupitiya,Sunday,Morning,3.2
193,Suzuki Alto,2020,21691,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Local,17,Havelock Town,Saturday,Afternoon,1.3
194,Suzuki Alto,2020,14031,Suspension,Wheel Bearing Noise,Minor,Wheel Bearing,Order Required,Local,20,Pitabeddara,Friday,Afternoon,1.3
195,Suzuki Alto,2015,109736,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Local,25,Seethawaka,Sunday,Evening,0.5
196,Suzuki Alto,2015,130496,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,7,Akuressa,Tuesday,Afternoon,47.7
197,Suzuki Alto,2017,283495,AC,Blower Fan Issue,Moderate,Blower Motor,In Stock,Local,9,Kesbewa,Monday,Afternoon,1.1
198,Suzuki Alto,2017,68608,Suspension,CV Joint Noise,Moderate,CV Joint/Boot,In Stock,Authorized,19,Hiththetiya,Friday,Evening,2.8
199,Suzuki Alto,2011,502625,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,Order Required,Local,22,Hiththetiya,Thursday,Morning,6.9
200,Suzuki Alto,2019,63165,Brake,ABS Sensor Fault,Minor,ABS Sensor,In Stock,Local,22,Paburana,Friday,Afternoon,0.5
201,Suzuki Alto,2012,490325,Electrical,Starter Motor Fault,Minor,Starter Motor,In Stock,Local,5,Kaduwela,Friday,Evening,1.7
202,Suzuki Alto,2020,25443,Transmission,CVT Jerking (AGS),Moderate,AGS Actuator/Oil,In Stock,Local,9,Weligama,Friday,Morning,4.8
203,Suzuki Alto,2011,165343,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Local,18,Modara,Thursday,Morning,2.9
204,Suzuki Alto,2018,91730,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Local,2,Paburana,Friday,Evening,3.8
205,Suzuki Alto,2017,121666,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,15,Akuressa,Thursday,Afternoon,0.6
206,Suzuki Alto,2020,179657,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Authorized,17,Pasgoda,Tuesday,Afternoon,2.5
207,Suzuki Alto,2019,69634,Engine,Timing Belt Noise,Major,Timing Belt Kit,In Stock,Local,3,Hiththetiya,Thursday,Afternoon,16.2
208,Suzuki Alto,2018,103008,AC,Blower Fan Issue,Moderate,Blower Motor,Order Required,Authorized,5,Padukka,Wednesday,Afternoon,1.4
209,Suzuki Alto,2017,34246,Engine,Misfiring,Minor,Spark Plugs/Coils,In Stock,Local,2,Dikwella,Saturday,Afternoon,1.4
210,Suzuki Alto,2015,246345,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,25,Athuraliya,Thursday,Evening,2.3
211,Suzuki Alto,2021,12907,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Authorized,16,Thihagoda,Sunday,Evening,1.4
212,Suzuki Alto,2022,20001,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Authorized,5,Thihagoda,Monday,Afternoon,0.9
213,Suzuki Alto,2013,109625,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,7,Kamburupitiya,Saturday,Evening,2.5
214,Suzuki Alto,2020,15801,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Authorized,19,Paburana,Thursday,Morning,1.6
215,Suzuki Alto,2014,120875,Engine,Radiator Fan Failure,Moderate,Fan Motor,Order Required,Local,15,Hakmana,Monday,Afternoon,2.8
216,Suzuki Alto,2017,94577,Suspension,Bushings Worn,Minor,Suspension Bush Kit,In Stock,Authorized,19,Matara,Wednesday,Evening,1.7
217,Suzuki Alto,2017,130038,Engine,Radiator Fan Failure,Minor,Fan Motor,In Stock,Local,14,Matara,Saturday,Afternoon,2
218,Suzuki Alto,2012,401370,AC,Blower Fan Issue,Minor,Blower Motor,Order Required,Local,2,Kotapola,Friday,Morning,0.7
219,Suzuki Alto,2013,48942,Transmission,Clutch Slipping,Major,Clutch Plate Set,Order Required,Local,11,Kaduwela,Thursday,Afternoon,17.1
220,Suzuki Alto,2022,88304,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,Order Required,Authorized,13,Gandara,Wednesday,Morning,2.4
221,Suzuki Alto,2022,7867,Electrical,Check Engine Light,Major,Sensor (O2/MAP),In Stock,Authorized,14,Grandpass,Thursday,Afternoon,3.3
222,Suzuki Alto,2021,28227,Brake,Brake Fluid Leak,Minor,Brake Cylinder/Line,In Stock,Authorized,20,Ratmalana,Wednesday,Morning,0.8
223,Suzuki Alto,2011,189211,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,21,Nawimana,Monday,Evening,2.9
224,Suzuki Alto,2017,59192,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Authorized,10,Akuressa,Friday,Morning,7.1
225,Suzuki Alto,2019,64452,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Authorized,13,Pallimulla,Saturday,Evening,0.7
226,Suzuki Alto,2015,308498,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,6,Nawimana,Friday,Evening,3.1
227,Suzuki Alto,2011,62099,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,4,Walgama,Thursday,Evening,3.2
228,Suzuki Alto,2014,126149,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Local,2,Thalalla,Saturday,Afternoon,3.1
229,Suzuki Alto,2015,114900,Engine,Thermostat Stuck,Minor,Thermostat Valve,In Stock,Authorized,15,Athuraliya,Wednesday,Afternoon,1.5
230,Suzuki Alto,2021,48496,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Authorized,8,Padukka,Saturday,Afternoon,0.5
231,Suzuki Alto,2017,26817,Engine,Thermostat Stuck,Minor,Thermostat Valve,In Stock,Local,14,Weligama,Thursday,Evening,2.1
232,Suzuki Alto,2016,99114,Engine,Misfiring,Minor,Spark Plugs/Coils,In Stock,Local,24,Kaduwela,Thursday,Afternoon,0.6
233,Suzuki Alto,2021,22891,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Authorized,6,Nupe,Tuesday,Afternoon,0.6
234,Suzuki Alto,2014,128824,Engine,Hard Starting,Moderate,Starter Motor/Battery,In Stock,Local,1,Havelock Town,Sunday,Morning,1.3
235,Suzuki Alto,2019,17095,Engine,Water Pump Failure,Moderate,Water Pump,In Stock,Local,8,Kotapola,Sunday,Afternoon,5.4
236,Suzuki Alto,2020,115240,Engine,Hard Starting,Minor,Starter Motor/Battery,In Stock,Local,6,Mulatiyana,Sunday,Evening,0.8
237,Suzuki Alto,2018,175899,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,16,Thalalla,Friday,Afternoon,48.1
238,Suzuki Alto,2021,29262,Electrical,Power Window Stuck,Minor,Window Motor/Regulator,In Stock,Local,20,Meddawatta,Friday,Morning,0.6
239,Suzuki Alto,2015,127301,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,In Stock,Local,17,Pallimulla,Sunday,Afternoon,0
240,Suzuki Alto,2016,108414,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,13,Seethawaka,Saturday,Evening,39.7
241,Suzuki Alto,2021,119567,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Authorized,14,Welipitiya,Thursday,Evening,1.2
242,Suzuki Alto,2012,199207,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Local,16,Gandara,Thursday,Morning,2.9
243,Suzuki Alto,2021,89295,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,15,Walgama,Thursday,Afternoon,42.4
244,Suzuki Alto,2011,195519,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Local,8,Akuressa,Sunday,Afternoon,2.3
245,Suzuki Alto,2022,23320,Suspension,Bushings Worn,Minor,Suspension Bush Kit,In Stock,Authorized,17,Matara,Tuesday,Morning,1.5
246,Suzuki Alto,2011,74771,Engine,Fuel Injector Clog,Minor,Injector Cleaning,In Stock,Local,11,Borella,Sunday,Afternoon,1.1
247,Suzuki Alto,2019,56536,AC,Condenser Leak,Moderate,Condenser,In Stock,Authorized,17,Dehiwala,Wednesday,Morning,2.4
248,Suzuki Alto,2013,179715,Transmission,Transmission Oil Leak,Minor,Oil Seal,In Stock,Local,13,Akuressa,Thursday,Evening,1.4
249,Suzuki Alto,2012,316423,Electrical,Battery Drain,Minor,Battery,Order Required,Local,23,Pasgoda,Sunday,Evening,0.5
250,Suzuki Alto,2013,177249,Transmission,Gear Shifting Hard,Minor,Gear Cable/Oil,In Stock,Local,19,Nawimana,Thursday,Evening,1.6
251,Suzuki Alto,2014,198668,Engine,Hard Starting,Minor,Starter Motor/Battery,In Stock,Local,12,Dondra,Monday,Morning,0.5
252,Suzuki Alto,2021,28598,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,In Stock,Authorized,16,Kamburupitiya,Sunday,Evening,8.6
253,Suzuki Alto,2014,111464,AC,Condenser Leak,Minor,Condenser,In Stock,Local,23,Thihagoda,Friday,Evening,1
254,Suzuki Alto,2020,24781,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Authorized,14,Devinuwara,Saturday,Afternoon,0.5
255,Suzuki Alto,2017,93314,AC,Condenser Leak,Major,Condenser,In Stock,Authorized,20,Kotapola,Tuesday,Afternoon,4.9
256,Suzuki Alto,2015,100909,Body,Windshield Crack,Moderate,Windshield Glass,In Stock,Authorized,8,Hakmana,Thursday,Morning,4
257,Suzuki Alto,2017,104183,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,13,Dikwella,Monday,Evening,2.5
258,Suzuki Alto,2018,61695,AC,Condenser Leak,Major,Condenser,In Stock,Authorized,16,Welipitiya,Saturday,Evening,5.6
259,Suzuki Alto,2022,7907,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Authorized,12,Kirinda Puhulwella,Monday,Evening,1.4
260,Suzuki Alto,2013,56207,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,3,Pasgoda,Thursday,Evening,1
261,Suzuki Alto,2022,25071,Transmission,Gear Shifting Hard,Moderate,Gear Cable/Oil,Order Required,Authorized,6,Slave Island,Sunday,Morning,4.6
262,Suzuki Alto,2014,131962,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,21,Kamburupitiya,Wednesday,Morning,1
263,Suzuki Alto,2013,60478,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,19,Kesbewa,Thursday,Afternoon,1
264,Suzuki Alto,2022,53193,Electrical,Check Engine Light,Major,Sensor (O2/MAP),Order Required,Authorized,15,Mulatiyana,Tuesday,Evening,2.7
265,Suzuki Alto,2016,144311,Transmission,CVT Jerking (AGS),Moderate,AGS Actuator/Oil,Order Required,Local,23,Kirulapone,Monday,Evening,3.3
266,Suzuki Alto,2020,55092,Electrical,Rat Bite Damage,Minor,Wiring Harness Repair,In Stock,Authorized,14,Kaduwela,Saturday,Morning,2
267,Suzuki Alto,2021,49910,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Authorized,16,Hiththetiya,Thursday,Evening,47
268,Suzuki Alto,2015,112969,Transmission,CVT Jerking (AGS),Major,AGS Actuator/Oil,Order Required,Local,22,Devinuwara,Saturday,Evening,7
269,Suzuki Alto,2011,164073,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Local,11,Dehiwala,Monday,Evening,0.6
270,Suzuki Alto,2016,355202,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,12,Kesbewa,Sunday,Afternoon,0.6
271,Suzuki Alto,2022,38246,Electrical,Check Engine Light,Moderate,Sensor (O2/MAP),Order Required,Authorized,14,Borella,Thursday,Evening,1.2
272,Suzuki Alto,2019,34855,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Authorized,9,Kamburupitiya,Saturday,Afternoon,3.5
273,Suzuki Alto,2021,51620,Electrical,Battery Drain,Minor,Battery,Order Required,Local,24,Kesbewa,Tuesday,Evening,0.5
274,Suzuki Alto,2022,31065,Engine,Water Pump Failure,Moderate,Water Pump,Order Required,Authorized,20,Nawimana,Friday,Afternoon,4.3
275,Suzuki Alto,2020,25902,Brake,Disc Rotor Warped,Major,Disc Skimming,In Stock,Local,11,Paburana,Sunday,Evening,5.4
276,Suzuki Alto,2011,262860,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Authorized,15,Nawimana,Saturday,Afternoon,47.4
277,Suzuki Alto,2018,96925,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Local,8,Kaduwela,Friday,Afternoon,2.4
278,Suzuki Alto,2020,42867,Engine,Thermostat Stuck,Major,Thermostat Valve,In Stock,Local,3,Kolonnawa,Saturday,Morning,9.3
279,Suzuki Alto,2013,156812,Engine,Blown Head Gasket,Major,Head Gasket Set,Order Required,Local,20,Bambalapitiya,Tuesday,Evening,29.3
280,Suzuki Alto,2013,327390,Engine,Water Pump Failure,Major,Water Pump,Order Required,Authorized,9,Malimbada,Thursday,Morning,14.3
281,Suzuki Alto,2017,111106,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,24,Nawimana,Tuesday,Afternoon,0.5
282,Suzuki Alto,2015,47207,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,12,Modara,Friday,Morning,0.7
283,Suzuki Alto,2014,323685,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,5,Pitabeddara,Wednesday,Afternoon,3.1
284,Suzuki Alto,2013,149182,AC,Blower Fan Issue,Minor,Blower Motor,Order Required,Local,4,Matara,Monday,Evening,0.7
285,Suzuki Alto,2013,332901,Body,Bumper Crack,Minor,Bumper Repair,Order Required,Local,22,Nawimana,Friday,Afternoon,0.8
286,Suzuki Alto,2021,24882,Suspension,Shock Absorber Leaking,Major,Shock Absorbers,In Stock,Authorized,14,Kaduwela,Tuesday,Afternoon,5.2
287,Suzuki Alto,2020,105341,Engine,Water Pump Failure,Moderate,Water Pump,In Stock,Authorized,11,Gandara,Thursday,Morning,4.5
288,Suzuki Alto,2020,66340,Engine,Throttle Body Issue,Major,Throttle Body Cleaner,In Stock,Local,20,Seethawaka,Thursday,Morning,2.2
289,Suzuki Alto,2022,25359,Engine,Fuel Injector Clog,Minor,Injector Cleaning,In Stock,Authorized,14,Meddawatta,Thursday,Morning,1
290,Suzuki Alto,2015,29902,Body,Paint Scratch,Minor,Touch-up Paint,In Stock,Local,8,Kotapola,Thursday,Afternoon,1.3
291,Suzuki Alto,2022,19480,Suspension,Bushings Worn,Minor,Suspension Bush Kit,In Stock,Authorized,7,Kaduwela,Saturday,Evening,2.1
292,Suzuki Alto,2016,161468,Electrical,Power Window Stuck,Major,Window Motor/Regulator,In Stock,Authorized,6,Mulatiyana,Thursday,Evening,5.2
293,Suzuki Alto,2022,32887,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Local,10,Welipitiya,Monday,Morning,1.7
294,Suzuki Alto,2019,32558,AC,Bad Smell,Minor,Evaporator Cleaning,Order Required,Local,4,Pasgoda,Friday,Morning,0.9
295,Suzuki Alto,2015,173476,Engine,Misfiring,Major,Spark Plugs/Coils,In Stock,Local,11,Borella,Friday,Morning,5.4
296,Suzuki Alto,2011,461264,Engine,Misfiring,Major,Spark Plugs/Coils,Order Required,Local,13,Thalalla,Sunday,Afternoon,4.5
297,Suzuki Alto,2017,44728,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Authorized,13,Ratmalana,Wednesday,Evening,0.5
298,Suzuki Alto,2018,69659,Engine,Thermostat Stuck,Minor,Thermostat Valve,Order Required,Local,11,Athuraliya,Saturday,Afternoon,2.1
299,Suzuki Alto,2015,107863,Electrical,Power Window Stuck,Moderate,Window Motor/Regulator,In Stock,Local,9,Slave Island,Saturday,Evening,2.1
300,Suzuki Alto,2017,95370,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,18,Meddawatta,Wednesday,Evening,2
301,Suzuki Alto,2015,419426,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Authorized,13,Welipitiya,Friday,Morning,1.9
302,Suzuki Alto,2011,89228,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Local,2,Pasgoda,Saturday,Afternoon,1.7
303,Suzuki Alto,2021,48222,Engine,Radiator Fan Failure,Minor,Fan Motor,Order Required,Authorized,6,Borella,Wednesday,Morning,1.8
304,Suzuki Alto,2018,69301,Brake,Brake Pad Wear,Minor,Brake Pads,Order Required,Local,20,Nupe,Saturday,Morning,0.5
305,Suzuki Alto,2011,491597,Body,Rust Patch,Minor,Tinkering/Painting,In Stock,Authorized,9,Weligama,Friday,Evening,3
306,Suzuki Alto,2015,97177,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,8,Athuraliya,Thursday,Morning,3.3
307,Suzuki Alto,2022,38002,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Authorized,13,Modara,Friday,Morning,0.6
308,Suzuki Alto,2018,202428,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Authorized,8,Kotapola,Friday,Evening,2.2
309,Suzuki Alto,2015,165607,Body,Paint Scratch,Minor,Touch-up Paint,In Stock,Local,11,Kamburupitiya,Tuesday,Afternoon,1.4
310,Suzuki Alto,2016,93762,Engine,Timing Belt Noise,Minor,Timing Belt Kit,Order Required,Local,10,Paburana,Thursday,Evening,2.3
311,Suzuki Alto,2018,35710,Brake,Disc Rotor Warped,Moderate,Disc Skimming,In Stock,Authorized,5,Nawimana,Friday,Afternoon,2.3
312,Suzuki Alto,2022,21524,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Local,4,Matara,Saturday,Evening,0.9
313,Suzuki Alto,2015,132263,Transmission,Clutch Slipping,Major,Clutch Plate Set,In Stock,Local,6,Kamburupitiya,Friday,Afternoon,15.6
314,Suzuki Alto,2012,170151,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,12,Thihagoda,Tuesday,Morning,0.5
315,Suzuki Alto,2022,25100,Transmission,CVT Jerking (AGS),Major,AGS Actuator/Oil,In Stock,Authorized,12,Kirinda Puhulwella,Wednesday,Evening,14.3
316,Suzuki Alto,2021,32292,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Authorized,14,Maradana,Thursday,Evening,3.3
317,Suzuki Alto,2021,87926,Engine,Fuel Injector Clog,Minor,Injector Cleaning,Order Required,Authorized,13,Pasgoda,Saturday,Afternoon,1.2
318,Suzuki Alto,2012,166561,Suspension,Rim Bend,Major,Rim Repair,Order Required,Local,12,Mulatiyana,Friday,Evening,3.3
319,Suzuki Alto,2015,84426,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Authorized,6,Borella,Saturday,Evening,4
320,Suzuki Alto,2020,58190,AC,Compressor Noise,Moderate,Compressor,In Stock,Local,7,Havelock Town,Friday,Afternoon,5.1
321,Suzuki Alto,2019,55014,Engine,Hard Starting,Moderate,Starter Motor/Battery,In Stock,Local,16,Nupe,Sunday,Evening,1.2
322,Suzuki Alto,2017,195815,Engine,Hard Starting,Major,Starter Motor/Battery,In Stock,Local,25,Meddawatta,Tuesday,Afternoon,2.2
323,Suzuki Alto,2019,76174,Suspension,Rim Bend,Moderate,Rim Repair,In Stock,Authorized,19,Mulatiyana,Tuesday,Morning,1.1
324,Suzuki Alto,2020,57120,Electrical,Alternator Failure,Major,Alternator,In Stock,Authorized,9,Welipitiya,Tuesday,Morning,7.8
325,Suzuki Alto,2020,18706,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,5,Kirulapone,Friday,Evening,0.7
326,Suzuki Alto,2019,75016,Suspension,Wheel Bearing Noise,Minor,Wheel Bearing,In Stock,Authorized,14,Seethawaka,Thursday,Afternoon,1.7
327,Suzuki Alto,2014,105627,Engine,Misfiring,Minor,Spark Plugs/Coils,In Stock,Local,20,Thihagoda,Sunday,Morning,0
328,Suzuki Alto,2015,215297,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Local,21,Athuraliya,Saturday,Morning,3.3
329,Suzuki Alto,2020,53316,Engine,Throttle Body Issue,Moderate,Throttle Body Cleaner,In Stock,Local,1,Seethawaka,Sunday,Morning,1.4
330,Suzuki Alto,2016,20564,Transmission,CVT Jerking (AGS),Major,AGS Actuator/Oil,Order Required,Local,15,Paburana,Saturday,Morning,9.8
331,Suzuki Alto,2011,577022,Brake,Disc Rotor Warped,Minor,Disc Skimming,In Stock,Local,25,Athuraliya,Tuesday,Evening,0.7
332,Suzuki Alto,2022,86218,Electrical,Rat Bite Damage,Moderate,Wiring Harness Repair,In Stock,Local,22,Devinuwara,Friday,Afternoon,3.1
333,Suzuki Alto,2019,178351,Engine,Timing Belt Noise,Major,Timing Belt Kit,In Stock,Local,4,Dondra,Saturday,Afternoon,15
334,Suzuki Alto,2021,30216,Electrical,Power Window Stuck,Moderate,Window Motor/Regulator,In Stock,Authorized,17,Nupe,Saturday,Morning,1.8
335,Suzuki Alto,2020,48237,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,Order Required,Authorized,18,Dondra,Sunday,Afternoon,2
336,Suzuki Alto,2014,110925,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,7,Seethawaka,Friday,Evening,0.5
337,Suzuki Alto,2014,380230,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Local,18,Athuraliya,Wednesday,Evening,0.5
338,Suzuki Alto,2016,149650,Engine,Timing Belt Noise,Minor,Timing Belt Kit,In Stock,Local,25,Welipitiya,Saturday,Afternoon,1.4
339,Suzuki Alto,2013,175076,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,24,Ratmalana,Thursday,Morning,24.1
340,Suzuki Alto,2019,87731,Brake,Disc Rotor Warped,Moderate,Disc Skimming,Order Required,Local,3,Nupe,Sunday,Afternoon,2.7
341,Suzuki Alto,2015,119786,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Authorized,12,Gandara,Thursday,Afternoon,0.7
342,Suzuki Alto,2021,85191,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Authorized,7,Hakmana,Friday,Evening,1.4
343,Suzuki Alto,2017,240579,Electrical,Rat Bite Damage,Moderate,Wiring Harness Repair,In Stock,Local,10,Bambalapitiya,Saturday,Evening,3.1
344,Suzuki Alto,2016,125579,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,24,Ratmalana,Wednesday,Afternoon,1.3
345,Suzuki Alto,2016,225648,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Local,19,Nawimana,Friday,Evening,2.2
346,Suzuki Alto,2020,69568,Engine,Misfiring,Moderate,Spark Plugs/Coils,In Stock,Local,2,Thalalla,Tuesday,Morning,2.1
347,Suzuki Alto,2022,22979,Engine,Radiator Fan Failure,Minor,Fan Motor,In Stock,Authorized,10,Dehiwala,Monday,Afternoon,1.6
348,Suzuki Alto,2014,403184,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,12,Kolonnawa,Saturday,Evening,2.1
349,Suzuki Alto,2015,112671,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,4,Thalalla,Monday,Afternoon,1.3
350,Suzuki Alto,2018,71283,Brake,Disc Rotor Warped,Major,Disc Skimming,In Stock,Authorized,7,Slave Island,Thursday,Evening,5.5
351,Suzuki Alto,2019,17248,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,9,Devinuwara,Monday,Afternoon,3.5
352,Suzuki Alto,2016,106907,Suspension,Bushings Worn,Minor,Suspension Bush Kit,In Stock,Local,8,Modara,Saturday,Morning,2.3
353,Suzuki Alto,2015,141670,Electrical,Power Window Stuck,Minor,Window Motor/Regulator,In Stock,Local,15,Akuressa,Saturday,Morning,1
354,Suzuki Alto,2018,95873,Electrical,Horn Not Working,Minor,Horn Unit,Order Required,Local,23,Paburana,Thursday,Afternoon,0.5
355,Suzuki Alto,2016,115136,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Local,21,Kamburupitiya,Tuesday,Evening,1.7
356,Suzuki Alto,2014,111737,Transmission,Clutch Slipping,Major,Clutch Plate Set,In Stock,Local,11,Pasgoda,Tuesday,Morning,12.4
357,Suzuki Alto,2018,28493,Suspension,Bushings Worn,Minor,Suspension Bush Kit,In Stock,Local,1,Weligama,Saturday,Morning,2
358,Suzuki Alto,2016,134745,Suspension,Bushings Worn,Minor,Suspension Bush Kit,In Stock,Authorized,7,Paburana,Sunday,Evening,2.1
359,Suzuki Alto,2016,137322,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,Order Required,Local,16,Slave Island,Thursday,Afternoon,6.4
360,Suzuki Alto,2017,87547,Engine,Hard Starting,Major,Starter Motor/Battery,In Stock,Local,14,Bambalapitiya,Wednesday,Afternoon,2.5
361,Suzuki Alto,2017,139621,Transmission,Transmission Oil Leak,Moderate,Oil Seal,In Stock,Local,19,Thihagoda,Monday,Afternoon,2.2
362,Suzuki Alto,2017,127426,Electrical,Rat Bite Damage,Moderate,Wiring Harness Repair,In Stock,Local,5,Havelock Town,Friday,Evening,4.6
363,Suzuki Alto,2012,143814,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Local,4,Borella,Wednesday,Morning,2.5
364,Suzuki Alto,2016,260410,Engine,Radiator Fan Failure,Major,Fan Motor,Order Required,Local,14,Meddawatta,Saturday,Evening,9.2
365,Suzuki Alto,2013,176336,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,2,Seethawaka,Wednesday,Morning,0.9
366,Suzuki Alto,2022,25421,Electrical,Battery Drain,Minor,Battery,In Stock,Local,16,Pitabeddara,Tuesday,Afternoon,0.5
367,Suzuki Alto,2022,28502,Engine,Engine Knocking,Moderate,Engine Overhaul Kit,In Stock,Authorized,6,Weligama,Wednesday,Morning,19.1
368,Suzuki Alto,2020,22285,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,7,Pitabeddara,Saturday,Morning,0.5
369,Suzuki Alto,2018,90603,AC,Compressor Noise,Major,Compressor,In Stock,Local,1,Gandara,Monday,Evening,12.6
370,Suzuki Alto,2021,120751,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Authorized,7,Ratmalana,Thursday,Afternoon,2.8
371,Suzuki Alto,2016,97349,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,19,Pitabeddara,Tuesday,Evening,3
